symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url,date
VERO,Venus Concept Inc. Common Stock,$2.75,0.17,6.589%,179651,1950108,United States,2017,Medical/Dental Instruments,Health Care,/market-activity/stocks/vero,2025-04-24
VERU,Veru Inc. Common Stock,$0.5491,0.0082,1.516%,727186,80379410,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/veru,2025-04-24
VERV,Verve Therapeutics Inc. Common Stock,$5.47,0.22,4.19%,4578458,485712851,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/verv,2025-04-24
VERX,Vertex Inc. Class A Common Stock,$39.71,0.62,1.586%,907950,6281450027,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/verx,2025-04-24
VET,Vermilion Energy Inc. Common (Canada),$6.41,-0.12,-1.838%,1305159,990986000,Canada,NA,Oil & Gas Production,Energy,/market-activity/stocks/vet,2025-04-24
VFC,V.F. Corporation Common Stock,$11.11,0.2,1.833%,11520482,4328160096,United States,NA,Apparel,Consumer Discretionary,/market-activity/stocks/vfc,2025-04-24
VFF,Village Farms International Inc. Common Shares,$0.6133,-0.0264,-4.127%,380705,68896282,Canada,NA,NA,NA,/market-activity/stocks/vff,2025-04-24
VFL,abrdn National Municipal Income Fund Common Stock,$9.565,0.055,0.578%,38078,0,United States,1993,Finance/Investors Services,Finance,/market-activity/stocks/vfl,2025-04-24
VFS,VinFast Auto Ltd. Ordinary Shares,$3.23,0.08,2.54%,460046,7551056849,Singapore,NA,Blank Checks,Finance,/market-activity/stocks/vfs,2025-04-24
VFSWW,VinFast Auto Ltd. Warrant,$0.25,-0.0103,-3.957%,4965,584447125,Singapore,NA,NA,NA,/market-activity/stocks/vfsww,2025-04-24
VG,Venture Global Inc. Class A common stock,$8.97,0.37,4.302%,3639664,21703290403,NA,2025,Oil/Gas Transmission,Utilities,/market-activity/stocks/vg,2025-04-24
VGAS,Verde Clean Fuels Inc. Class A Common Stock,$3.25,-0.13,-3.846%,4013,144786268,United States,2021,Major Chemicals,Industrials,/market-activity/stocks/vgas,2025-04-24
VGASW,Verde Clean Fuels Inc. Warrant,$0.1641,-0.0244,-12.944%,19648,7310593,United States,2021,Major Chemicals,Industrials,/market-activity/stocks/vgasw,2025-04-24
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,$7.42,0.02,0.27%,28192,0,United States,2012,Investment Managers,Finance,/market-activity/stocks/vgi,2025-04-24
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),$9.48,0,0.00%,195686,514119057,United States,NA,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/vgm,2025-04-24
VGZ,Vista Gold Corp Common Stock,$0.9473,-0.0019,-0.20%,995380,117230280,United States,1986,Precious Metals,Basic Materials,/market-activity/stocks/vgz,2025-04-24
VHC,VirnetX Holding Corp Common Stock,$8.41,-0.03,-0.355%,4141,35646466,United States,NA,Multi-Sector Companies,Miscellaneous,/market-activity/stocks/vhc,2025-04-24
VHI,Valhi Inc. Common Stock,$16.39,-0.06,-0.365%,5728,463751657,United States,NA,Major Chemicals,Industrials,/market-activity/stocks/vhi,2025-04-24
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,$23.215,0.175,0.76%,3377,170011083,United States,NA,Power Generation,Utilities,/market-activity/stocks/viasp,2025-04-24
VIAV,Viavi Solutions Inc. Common Stock,$9.99,0.16,1.628%,1261096,2219153285,United States,NA,Semiconductors,Technology,/market-activity/stocks/viav,2025-04-24
VICI,VICI Properties Inc. Common Stock,$32.72,-0.25,-0.758%,6592873,34563416694,United States,2018,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/vici,2025-04-24
VICR,Vicor Corporation Common Stock,$47.75,0.91,1.943%,191489,2157462608,United States,NA,Industrial Machinery/Components,Technology,/market-activity/stocks/vicr,2025-04-24
VIGL,Vigil Neuroscience Inc. Common Stock,$1.81,0.01,0.556%,73799,84475477,United States,2022,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/vigl,2025-04-24
VIK,Viking Holdings Ltd Ordinary Shares,$39.74,1.74,4.579%,5194546,17602854221,United States,2024,Marine Transportation,Consumer Discretionary,/market-activity/stocks/vik,2025-04-24
VINP,Vinci Partners Investments Ltd. Class A Common Shares,$9.41,0.1,1.074%,96185,610388721,Brazil,2021,Investment Managers,Finance,/market-activity/stocks/vinp,2025-04-24
VIOT,Viomi Technology Co. Ltd American Depositary Shares,$1.39,0.11,8.594%,174940,94829087,China,2018,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/viot,2025-04-24
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,$12.93,0.15,1.174%,4032060,7663418408,China,2012,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/vips,2025-04-24
VIR,Vir Biotechnology Inc. Common Stock,$5.97,0.17,2.931%,1126128,818745417,United States,2019,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/vir,2025-04-24
VIRC,Virco Manufacturing Corporation Common Stock,$9.43,-0.17,-1.771%,108713,151701183,United States,NA,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/virc,2025-04-24
VIRT,Virtu Financial Inc. Class A Common Stock,$39.11,0.52,1.347%,1760921,6058342528,United States,2015,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/virt,2025-04-24
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,$47.60,0.77,1.644%,1322906,4535587563,Mexico,2019,Oil & Gas Production,Energy,/market-activity/stocks/vist,2025-04-24
VITL,Vital Farms Inc. Common Stock,$33.73,0.24,0.717%,767999,1492806656,United States,2020,Packaged Foods,Consumer Staples,/market-activity/stocks/vitl,2025-04-24
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),$9.35,0.21,2.298%,1176206,15209482347,Brazil,2020,Telecommunications Equipment,Telecommunications,/market-activity/stocks/viv,2025-04-24
VIVK,Vivakor Inc. Common Stock,$1.03,0.0681,7.08%,42610,45912837,United States,NA,Environmental Services,Utilities,/market-activity/stocks/vivk,2025-04-24
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),$8.16,0.09,1.115%,181281,362353123,United States,1993,Finance Companies,Finance,/market-activity/stocks/vki,2025-04-24
VKQ,Invesco Municipal Trust Common Stock,$9.21,0.13,1.432%,127638,509640093,United States,NA,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/vkq,2025-04-24
VKTX,Viking Therapeutics Inc. Common Stock,$25.79,0.31,1.217%,4251247,2894870994,United States,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vktx,2025-04-24
VLCN,Volcon Inc. Common stock,$0.809,0.019,2.405%,45280,3115317,United States,2021,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/vlcn,2025-04-24
VLGEA,Village Super Market Inc. Class A Common Stock,$35.97,-0.14,-0.388%,47437,530442540,United States,NA,Food Chains,Consumer Staples,/market-activity/stocks/vlgea,2025-04-24
VLN,Valens Semiconductor Ltd. Ordinary Shares,$2.36,0.09,3.965%,322491,249496042,NA,NA,Semiconductors,Technology,/market-activity/stocks/vln,2025-04-24
VLO,Valero Energy Corporation Common Stock,$114.50,2.04,1.814%,3652920,36064925926,United States,NA,Integrated oil Companies,Energy,/market-activity/stocks/vlo,2025-04-24
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,$4.65,0.12,2.649%,1663915,542179156,NA,2013,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/vlrs,2025-04-24
VLT,Invesco High Income Trust II,$10.10,0.1,1.00%,27634,0,United States,1989,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/vlt,2025-04-24
VLTO,Veralto Corp Common Stock,$90.55,1.37,1.536%,1672799,22415710814,United States,2023,Electrical Products,Industrials,/market-activity/stocks/vlto,2025-04-24
VLY,Valley National Bancorp Common Stock,$8.63,0.25,2.983%,13454372,4835180016,United States,NA,Major Banks,Finance,/market-activity/stocks/vly,2025-04-24
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,$24.82,0.36,1.472%,19747,13906044959,United States,NA,Major Banks,Finance,/market-activity/stocks/vlypn,2025-04-24
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,$23.90,0.09,0.378%,6065,13390591238,United States,NA,Major Banks,Finance,/market-activity/stocks/vlypo,2025-04-24
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,$23.795,0.185,0.784%,554,13331762280,United States,NA,Major Banks,Finance,/market-activity/stocks/vlypp,2025-04-24
VMAR,Vision Marine Technologies Inc. Common Shares,$6.44,-0.13,-1.979%,24209,6698057,Canada,2020,Marine Transportation,Industrials,/market-activity/stocks/vmar,2025-04-24
VMC,Vulcan Materials Company (Holding Company) Common Stock,$244.54,3.97,1.65%,765223,32306096256,United States,NA,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/vmc,2025-04-24
VMD,Viemed Healthcare Inc. Common Shares,$6.83,0.01,0.147%,149943,265180207,United States,NA,Misc Health and Biotechnology Services,Health Care,/market-activity/stocks/vmd,2025-04-24
VMEO,Vimeo Inc. Common Stock,$5.02,0.08,1.619%,1348819,827555474,United States,NA,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/vmeo,2025-04-24
VMI,Valmont Industries Inc. Common Stock,$286.92,8.64,3.105%,224842,5751457442,United States,NA,Metal Fabrications,Industrials,/market-activity/stocks/vmi,2025-04-24
VMO,Invesco Municipal Opportunity Trust Common Stock,$9.18,0.02,0.218%,299460,619105488,United States,NA,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/vmo,2025-04-24
VNCE,Vince Holding Corp. Common Stock,$1.68,0.06,3.704%,10999,21184178,NA,2013,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/vnce,2025-04-24
VNDA,Vanda Pharmaceuticals Inc. Common Stock,$4.33,-0.08,-1.814%,496996,252508471,United States,2006,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vnda,2025-04-24
VNET,VNET Group Inc. American Depositary Shares,$5.29,0.42,8.624%,9479166,1412251108,China,2011,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/vnet,2025-04-24
VNO,Vornado Realty Trust Common Stock,$34.92,1.13,3.344%,1765321,6664362574,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/vno,2025-04-24
VNO^L,Vornado Realty Trust Pfd Ser L %,$17.105,0.315,1.876%,8899,NA,United States,NA,NA,NA,/market-activity/stocks/vno^l,2025-04-24
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,$16.61,0.33,2.027%,30747,NA,United States,NA,NA,NA,/market-activity/stocks/vno^m,2025-04-24
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,$16.58,0.2,1.221%,4642,NA,United States,NA,NA,NA,/market-activity/stocks/vno^n,2025-04-24
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,$14.43,0.24,1.691%,89311,NA,United States,NA,NA,NA,/market-activity/stocks/vno^o,2025-04-24
VNOM,Viper Energy Inc. Class A Common Stock,$40.42,-0.25,-0.615%,1110950,8857836535,United States,2014,Oil & Gas Production,Energy,/market-activity/stocks/vnom,2025-04-24
VNRX,VolitionRX Limited Common Stock,$0.48,0,0.00%,107581,46340997,Singapore,2015,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/vnrx,2025-04-24
VNT,Vontier Corporation Common Stock,$30.23,0.37,1.239%,1275016,4495201000,United States,2020,Industrial Machinery/Components,Industrials,/market-activity/stocks/vnt,2025-04-24
VOC,VOC Energy Trust Units of Beneficial Interest,$3.10,-0.01,-0.322%,93724,52700000,United States,2011,Oil & Gas Production,Energy,/market-activity/stocks/voc,2025-04-24
VOD,Vodafone Group Plc American Depositary Shares,$9.30,-0.28,-2.923%,14928748,23217889509,United Kingdom,NA,Telecommunications Equipment,Telecommunications,/market-activity/stocks/vod,2025-04-24
VOR,Vor Biopharma Inc. Common Stock,$0.7591,0.0571,8.134%,330563,94774809,United States,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/vor,2025-04-24
VOXR,Vox Royalty Corp. Common Stock,$3.33,-0.09,-2.632%,252956,168944680,Canada,NA,Precious Metals,Basic Materials,/market-activity/stocks/voxr,2025-04-24
VOYA,Voya Financial Inc. Common Stock,$57.49,0.21,0.367%,950047,5491805722,United States,2013,Life Insurance,Finance,/market-activity/stocks/voya,2025-04-24
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,$23.59,0.44,1.901%,12926,NA,United States,NA,NA,NA,/market-activity/stocks/voya^b,2025-04-24
VPG,Vishay Precision Group Inc. Common Stock,$20.51,-0.71,-3.346%,134299,271908043,United States,NA,Electrical Products,Technology,/market-activity/stocks/vpg,2025-04-24
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),$9.72,0.05,0.517%,89827,231623168,United States,NA,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/vpv,2025-04-24
VRA,Vera Bradley Inc. Common Stock,$2.00,0.135,7.239%,264317,55401800,United States,2010,Apparel,Consumer Discretionary,/market-activity/stocks/vra,2025-04-24
VRAR,The Glimpse Group Inc. Common Stock,$1.15,0.1,9.524%,144265,24200319,United States,2021,EDP Services,Technology,/market-activity/stocks/vrar,2025-04-24
VRAX,Virax Biolabs Group Limited Ordinary Shares,$1.02,0.0608,6.339%,49716,4426800,United Kingdom,2022,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/vrax,2025-04-24
VRCA,Verrica Pharmaceuticals Inc. Common Stock,$0.4587,-0.0093,-1.987%,169274,42099483,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vrca,2025-04-24
VRDN,Viridian Therapeutics Inc. Common Stock,$13.51,-0.25,-1.817%,625250,1100861675,United States,2014,Medical Specialities,Health Care,/market-activity/stocks/vrdn,2025-04-24
VRE,Veris Residential Inc. Common Stock,$16.08,-0.02,-0.124%,491341,1494706109,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/vre,2025-04-24
VREX,Varex Imaging Corporation Common Stock,$7.60,0.31,4.252%,673407,313120000,United States,NA,Industrial Machinery/Components,Technology,/market-activity/stocks/vrex,2025-04-24
VRM,Vroom Inc. Common Stock,$39.98,0.03,0.075%,5863,206421098,United States,NA,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/vrm,2025-04-24
VRME,VerifyMe Inc. Common Stock,$0.6449,0.0299,4.862%,54350,7967592,United States,NA,EDP Services,Technology,/market-activity/stocks/vrme,2025-04-24
VRMEW,VerifyMe Inc. Warrant,$0.0227,0,0.00%,25,280453,United States,NA,EDP Services,Technology,/market-activity/stocks/vrmew,2025-04-24
VRN,Veren Inc. Common shares,$5.95,-0.14,-2.299%,28513739,3670234117,Canada,NA,Oil & Gas Production,Energy,/market-activity/stocks/vrn,2025-04-24
VRNA,Verona Pharma plc American Depositary Share,$63.31,1.3,2.096%,1187565,5380012956,United Kingdom,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vrna,2025-04-24
VRNS,Varonis Systems Inc. Common Stock,$41.29,0.94,2.33%,1118314,4647195941,United States,2014,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/vrns,2025-04-24
VRNT,Verint Systems Inc. Common Stock,$16.85,0.65,4.012%,979491,1047031012,United States,2010,EDP Services,Technology,/market-activity/stocks/vrnt,2025-04-24
VRRM,Verra Mobility Corporation Class A Common Stock,$22.25,0.36,1.645%,1213372,3550963207,United States,2017,Transportation Services,Consumer Discretionary,/market-activity/stocks/vrrm,2025-04-24
VRSK,Verisk Analytics Inc. Common Stock,$290.05,-2.65,-0.905%,885749,40687101658,United States,2009,EDP Services,Technology,/market-activity/stocks/vrsk,2025-04-24
VRSN,VeriSign Inc. Common Stock,$251.36,3.28,1.322%,876666,23778656000,United States,1998,EDP Services,Technology,/market-activity/stocks/vrsn,2025-04-24
VRT,Vertiv Holdings LLC Class A Common Stock,$78.00,6.18,8.605%,24253723,29700495318,United States,2018,Industrial Machinery/Components,Technology,/market-activity/stocks/vrt,2025-04-24
VRTS,Virtus Investment Partners Inc. Common Stock,$153.91,3.5,2.327%,52264,1072373158,United States,NA,Investment Managers,Finance,/market-activity/stocks/vrts,2025-04-24
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,$492.42,1.95,0.398%,1247306,126448467293,United States,1991,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vrtx,2025-04-24
VS,Versus Systems Inc. Common Stock,$2.20,-0.02,-0.901%,17722,10783689,Canada,NA,EDP Services,Technology,/market-activity/stocks/vs,2025-04-24
VSA,TCTM Kids IT Education Inc. American Depositary Shares,$0.4877,0.0145,3.064%,34227,5263473,China,2014,Other Consumer Services,Real Estate,/market-activity/stocks/vsa,2025-04-24
VSAT,ViaSat Inc. Common Stock,$8.42,0.26,3.186%,2073736,1087190307,United States,1996,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/vsat,2025-04-24
VSCO,Victorias Secret & Co. Common Stock,$18.07,0.77,4.451%,3234588,1425516803,United States,2021,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/vsco,2025-04-24
VSEC,VSE Corporation Common Stock,$108.09,2.85,2.708%,148795,2226726853,United States,NA,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/vsec,2025-04-24
VSEE,VSee Health Inc. Common Stock,$1.19,-0.01,-0.833%,22409,18641086,United States,2021,Medical/Nursing Services,Health Care,/market-activity/stocks/vsee,2025-04-24
VSH,Vishay Intertechnology Inc. Common Stock,$11.74,0.56,5.009%,3219456,1591556686,United States,NA,Electrical Products,Technology,/market-activity/stocks/vsh,2025-04-24
VSME,VS Media Holdings Limited Class A Ordinary Shares,$0.87,-0.02,-2.247%,28379,8259250,China,2023,Publishing,Consumer Discretionary,/market-activity/stocks/vsme,2025-04-24
VSSYW,Versus Systems Inc. Class A Warrants,$0.053,0.01,23.256%,1569,259789,Canada,NA,EDP Services,Technology,/market-activity/stocks/vssyw,2025-04-24
VST,Vistra Corp. Common Stock,$120.00,7.37,6.544%,7046187,40675637040,United States,NA,Electric Utilities: Central,Utilities,/market-activity/stocks/vst,2025-04-24
VSTA,Vasta Platform Limited Class A Ordinary Shares,$4.82,-0.08,-1.633%,115165,386573751,Brazil,2020,Other Consumer Services,Real Estate,/market-activity/stocks/vsta,2025-04-24
VSTE,Vast Renewables Limited Ordinary Shares,$0.3619,0.0086,2.434%,360319,10847411,Australia,NA,Building Products,Industrials,/market-activity/stocks/vste,2025-04-24
VSTEW,Vast Renewables Limited Warrants,$0.0323,-0.0073,-18.434%,9743,968144,Australia,NA,Building Products,Industrials,/market-activity/stocks/vstew,2025-04-24
VSTM,Verastem Inc. Common Stock,$7.12,0.08,1.136%,1123025,366585340,United States,2012,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vstm,2025-04-24
VSTS,Vestis Corporation Common Stock,$8.30,0.27,3.362%,1776143,1093484455,United States,2023,NA,NA,/market-activity/stocks/vsts,2025-04-24
VTAK,Catheter Precision Inc. Common Stock,$0.32,0.014,4.575%,2706749,2965962,NA,2018,Medical/Dental Instruments,Health Care,/market-activity/stocks/vtak,2025-04-24
VTEX,VTEX Class A Common Shares,$5.13,0.11,2.191%,796946,976565555,United Kingdom,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/vtex,2025-04-24
VTGN,Vistagen Therapeutics Inc. Common Stock,$2.18,0.13,6.341%,112570,62919345,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vtgn,2025-04-24
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share,$15.27,-0.27,-1.737%,1363467,1262828557,United States,2011,Oil & Gas Production,Energy,/market-activity/stocks/vtle,2025-04-24
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares,$25.60,0.82,3.309%,381057,2264285286,NA,2023,Real Estate,Finance,/market-activity/stocks/vtmx,2025-04-24
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,$10.00,0.05,0.503%,20585,194859790,United States,NA,Finance Companies,Finance,/market-activity/stocks/vtn,2025-04-24
VTOL,Bristow Group Inc. Common Stock,$28.63,0.03,0.105%,195941,819734160,United States,NA,Transportation Services,Consumer Discretionary,/market-activity/stocks/vtol,2025-04-24
VTR,Ventas Inc. Common Stock,$68.64,0.35,0.513%,2112141,30005288227,United States,NA,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/vtr,2025-04-24
VTRS,Viatris Inc. Common Stock,$7.81,0.12,1.56%,10186028,9322709130,United States,NA,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vtrs,2025-04-24
VTS,Vitesse Energy Inc. Common Stock,$21.05,-0.1,-0.473%,291815,812075509,United States,2023,Oil & Gas Production,Energy,/market-activity/stocks/vts,2025-04-24
VTSI,VirTra Inc. Common Stock,$3.77,0.08,2.168%,48681,42450988,United States,NA,Miscellaneous manufacturing industries,Consumer Discretionary,/market-activity/stocks/vtsi,2025-04-24
VTVT,vTv Therapeutics Inc. Class A Common Stock,$20.55,0.66,3.318%,6958,65546403,United States,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vtvt,2025-04-24
VTYX,Ventyx Biosciences Inc. Common Stock,$1.16,-0.02,-1.695%,858349,82510863,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vtyx,2025-04-24
VUZI,Vuzix Corporation Common Stock,$1.71,0.05,3.012%,705390,130374530,United States,NA,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/vuzi,2025-04-24
VVOS,Vivos Therapeutics Inc. Common Stock,$2.52,0.22,9.565%,97020,14841590,United States,2020,Medical/Dental Instruments,Health Care,/market-activity/stocks/vvos,2025-04-24
VVPR,VivoPower International PLC Ordinary Shares,$2.80,0.26,10.236%,374519,12431252,United Kingdom,NA,Power Generation,Utilities,/market-activity/stocks/vvpr,2025-04-24
VVR,Invesco Senior Income Trust Common Stock (DE),$3.53,0.03,0.857%,666996,0,United States,1998,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/vvr,2025-04-24
VVV,Valvoline Inc. Common Stock,$34.26,0.51,1.511%,1457425,4354463096,United States,2016,Major Chemicals,Industrials,/market-activity/stocks/vvv,2025-04-24
VVX,V2X Inc. Common Stock,$47.73,0.33,0.696%,118365,1506756486,United States,2014,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/vvx,2025-04-24
VXRT,Vaxart Inc Common Stock,$0.3437,0.0038,1.118%,937093,78346156,United States,NA,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/vxrt,2025-04-24
VYGR,Voyager Therapeutics Inc. Common Stock,$3.49,0.12,3.561%,299828,192672029,United States,2015,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/vygr,2025-04-24
VYNE,VYNE Therapeutics Inc. Common Stock,$1.84,-0.02,-1.075%,60243,27986146,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vyne,2025-04-24
VYX,NCR Voyix Corporation Common Stock,$8.27,0.33,4.156%,2036669,1148558986,United States,NA,Office Equipment/Supplies/Services,Miscellaneous,/market-activity/stocks/vyx,2025-04-24
VZ,Verizon Communications Inc. Common Stock,$42.70,-0.49,-1.135%,29402093,179754359007,United States,NA,Telecommunications Equipment,Telecommunications,/market-activity/stocks/vz,2025-04-24
VZLA,Vizsla Silver Corp. Common Shares,$2.21,0.07,3.271%,2150332,633423059,Canada,2024,Precious Metals,Basic Materials,/market-activity/stocks/vzla,2025-04-24
W,Wayfair Inc. Class A Common Stock,$28.27,0.83,3.025%,8545904,3587590526,United States,2014,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/w,2025-04-24
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,$181.97,10.21,5.944%,2173794,31089237310,United States,NA,Railroads,Industrials,/market-activity/stocks/wab,2025-04-24
WABC,Westamerica Bancorporation Common Stock,$47.75,0.57,1.208%,149547,1275327294,United States,NA,Major Banks,Finance,/market-activity/stocks/wabc,2025-04-24
WAFD,WaFd Inc. Common Stock,$28.41,-0.03,-0.105%,503144,2316873456,United States,NA,Major Banks,Finance,/market-activity/stocks/wafd,2025-04-24
WAFDP,WaFd Inc. Depositary Shares,$16.07,0.09,0.563%,29898,1310529970,United States,NA,Major Banks,Finance,/market-activity/stocks/wafdp,2025-04-24
WAFU,Wah Fu Education Group Limited Ordinary Shares,$1.47,0.12,8.889%,64528,6483522,China,2019,Other Consumer Services,Real Estate,/market-activity/stocks/wafu,2025-04-24
WAI,Top KingWin Ltd Class A Ordinary Shares,$0.1581,-0.0019,-1.188%,84937,29176990,China,2023,Business Services,Consumer Discretionary,/market-activity/stocks/wai,2025-04-24
WAL,Western Alliance Bancorporation Common Stock (DE),$68.70,3.36,5.142%,1882669,7588209860,United States,2005,Major Banks,Finance,/market-activity/stocks/wal,2025-04-24
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,$20.93,0.15,0.722%,215598,NA,United States,NA,NA,NA,/market-activity/stocks/wal^a,2025-04-24
WALD,Waldencast plc Class A Ordinary Share,$2.84,-0.09,-3.072%,19953,348527387,United States,2021,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/wald,2025-04-24
WALDW,Waldencast plc Warrant,$0.12,0,0.00%,4,14726509,United States,2021,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/waldw,2025-04-24
WASH,Washington Trust Bancorp Inc. Common Stock,$27.59,0.59,2.185%,193781,531828896,United States,NA,Major Banks,Finance,/market-activity/stocks/wash,2025-04-24
WAT,Waters Corporation Common Stock,$334.86,4.15,1.255%,570027,19894347703,United States,1995,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/wat,2025-04-24
WATT,Energous Corporation Common Stock,$0.284,0.0061,2.195%,449317,8644030,United States,2014,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/watt,2025-04-24
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,$6.04,0.31,5.41%,38181,282272418,Israel,2021,Electric Utilities: Central,Utilities,/market-activity/stocks/wave,2025-04-24
WAY,Waystar Holding Corp. Common Stock,$36.80,1.35,3.808%,1795317,6335187675,United States,2024,EDP Services,Technology,/market-activity/stocks/way,2025-04-24
WB,Weibo Corporation American Depositary Share,$8.05,0.23,2.941%,1198593,1970843504,China,2014,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/wb,2025-04-24
WBA,Walgreens Boots Alliance Inc. Common Stock,$10.99,0,0.00%,8541268,9503469499,United States,NA,Retail-Drug Stores and Proprietary Stores,Consumer Staples,/market-activity/stocks/wba,2025-04-24
